date,price,yr_built
9/12/2014,324950,1941
11/21/2014,315000,1941
9/2/2014,485000,1941
6/26/2014,339000,1941
4/24/2015,438000,1941
10/15/2014,1.07E+06,1941
4/23/2015,560000,1941
5/4/2015,430000,1941
8/29/2014,238000,1941
7/24/2014,312000,1941
11/13/2014,425000,1941
4/14/2015,529100,1941
6/5/2014,229000,1941
5/24/2015,445500,1941
4/24/2015,680000,1941
8/4/2014,605000,1941
5/15/2014,744000,1941
4/27/2015,1.03E+06,1941
10/25/2014,490000,1941
3/25/2015,235000,1941
5/15/2014,495000,1941
6/25/2014,346500,1941
6/10/2014,445434,1941
8/4/2014,417000,1941
7/23/2014,272925,1941
3/29/2015,410000,1941
3/27/2015,415000,1941
8/18/2014,350000,1941
4/28/2015,320000,1941
3/17/2015,525000,1941
2/12/2015,315000,1941
7/23/2014,239950,1941
9/3/2014,690000,1941
12/3/2014,720000,1941
5/11/2015,334000,1941
3/25/2015,455000,1941
9/3/2014,779000,1941
6/23/2014,750000,1941
10/16/2014,780000,1941
4/14/2015,255544,1941
7/15/2014,750000,1941
3/23/2015,925000,1941
9/22/2014,1.06E+06,1941
10/13/2014,321000,1941
4/27/2015,763000,1941
10/31/2014,340000,1941
8/18/2014,449000,1941
7/15/2014,607500,1941
12/17/2014,465000,1941
5/13/2015,645000,1941
4/21/2015,465000,1941
3/5/2015,175000,1941
8/28/2014,390000,1941
7/17/2014,361600,1941
4/21/2015,268000,1941
3/15/2015,445000,1941
4/16/2015,776000,1941
5/12/2014,211000,1941
4/29/2015,325000,1941
4/27/2015,306000,1941
11/18/2014,255000,1941
8/14/2014,980000,1941
10/27/2014,314000,1941
2/23/2015,1.27E+06,1941
9/9/2014,1.14E+06,1941
8/22/2014,235000,1941
1/29/2015,200000,1941
7/8/2014,325000,1941
9/18/2014,460000,1941
5/20/2014,423000,1941
7/8/2014,950000,1941
9/26/2014,401000,1941
5/8/2014,835000,1941
8/7/2014,1.23E+06,1941
5/27/2014,468000,1942
8/27/2014,470000,1942
5/16/2014,350000,1942
6/4/2014,390000,1942
6/3/2014,530000,1942
5/27/2014,326100,1942
9/26/2014,283000,1942
5/30/2014,356700,1942
5/28/2014,151000,1942
10/14/2014,625000,1942
4/21/2015,392400,1942
6/18/2014,250275,1942
4/28/2015,435000,1942
7/29/2014,320000,1942
5/20/2014,520000,1942
9/5/2014,280000,1942
6/26/2014,235867,1942
1/30/2015,245000,1942
8/11/2014,229000,1942
1/29/2015,480000,1942
5/6/2014,329350,1942
9/29/2014,320000,1942
10/27/2014,1.70E+06,1942
9/26/2014,245990,1942
8/16/2014,250000,1942
3/9/2015,307000,1942
7/22/2014,299000,1942
5/30/2014,332000,1942
4/23/2015,425000,1942
6/3/2014,230000,1942
3/17/2015,510000,1942
1/27/2015,202000,1942
6/4/2014,280000,1942
10/28/2014,308000,1942
5/5/2014,580000,1942
5/19/2014,210000,1942
11/20/2014,190000,1942
2/19/2015,89950,1942
3/30/2015,427500,1942
10/29/2014,650000,1942
6/25/2014,308000,1942
2/13/2015,334000,1942
4/14/2015,553000,1942
3/25/2015,368000,1942
3/12/2015,360000,1942
4/7/2015,206000,1942
6/3/2014,689800,1942
7/8/2014,160000,1942
3/9/2015,255500,1942
10/16/2014,240000,1942
7/10/2014,639000,1942
4/22/2015,228950,1942
6/4/2014,135000,1942
3/25/2015,486700,1942
8/25/2014,316000,1942
12/4/2014,660000,1942
6/4/2014,437000,1942
7/24/2014,353000,1942
10/28/2014,400000,1942
6/30/2014,100000,1942
3/30/2015,650000,1942
6/11/2014,220000,1942
8/20/2014,675000,1942
7/10/2014,279000,1942
5/23/2014,377691,1942
5/23/2014,383000,1942
2/9/2015,214000,1942
1/23/2015,259950,1942
8/15/2014,657500,1942
4/17/2015,181000,1942
3/16/2015,276500,1942
3/23/2015,153000,1942
8/21/2014,263500,1942
12/3/2014,330000,1942
2/17/2015,275000,1942
4/23/2015,287000,1942
5/13/2014,239950,1942
9/25/2014,582500,1942
2/24/2015,473000,1942
9/5/2014,405000,1942
2/27/2015,217000,1942
3/9/2015,763000,1942
7/14/2014,208000,1942
7/24/2014,295000,1942
9/11/2014,710000,1942
4/8/2015,295000,1942
10/9/2014,215000,1942
5/29/2014,231000,1942
8/12/2014,785000,1942
6/24/2014,339000,1942
9/2/2014,460000,1942
3/4/2015,492000,1942
9/15/2014,458000,1942
8/26/2014,216000,1942
5/22/2014,305000,1942
4/24/2015,299500,1942
12/17/2014,291000,1942
12/18/2014,582000,1942
5/13/2015,204750,1942
12/29/2014,200000,1942
5/19/2014,141800,1942
1/26/2015,315000,1942
10/23/2014,350000,1942
9/9/2014,222900,1942
7/11/2014,165000,1942
11/13/2014,250000,1942
5/5/2014,435000,1942
3/12/2015,400000,1942
4/28/2015,420000,1942
6/20/2014,332000,1942
2/19/2015,245000,1942
10/22/2014,205000,1942
7/10/2014,114975,1942
12/12/2014,287000,1942
7/3/2014,357000,1942
1/21/2015,410000,1942
9/15/2014,350000,1942
6/12/2014,706000,1942
2/12/2015,275000,1942
6/9/2014,400000,1942
6/24/2014,139000,1942
3/13/2015,334998,1942
1/20/2015,197200,1942
8/8/2014,272000,1942
3/23/2015,265000,1942
5/12/2014,270000,1942
9/25/2014,399000,1942
3/11/2015,505000,1942
8/18/2014,270000,1942
10/30/2014,134000,1942
7/2/2014,185000,1942
9/24/2014,304950,1942
11/17/2014,400000,1942
4/1/2015,137900,1942
4/28/2015,283000,1942
11/11/2014,554950,1942
11/18/2014,250000,1942
9/10/2014,389900,1942
4/6/2015,299000,1942
3/11/2015,230000,1942
10/28/2014,292500,1942
3/12/2015,290000,1942
1/27/2015,265000,1942
4/2/2015,676000,1942
4/23/2015,432000,1942
11/7/2014,650000,1942
6/23/2014,450000,1942
3/10/2015,565000,1942
7/24/2014,1.90E+06,1942
7/28/2014,469775,1942
1/6/2015,282500,1942
5/11/2015,343000,1942
12/12/2014,285950,1942
10/20/2014,230000,1942
7/30/2014,327200,1942
1/28/2015,425000,1942
8/8/2014,488000,1942
1/13/2015,272000,1942
4/22/2015,375000,1942
3/6/2015,122000,1942
10/17/2014,1.55E+06,1942
1/21/2015,439000,1942
11/17/2014,348000,1942
8/22/2014,279900,1942
9/16/2014,289000,1942
9/30/2014,450000,1942
5/22/2014,400000,1942
10/9/2014,290000,1942
6/25/2014,760000,1942
4/8/2015,515000,1942
2/11/2015,549010,1942
7/8/2014,430000,1942
3/18/2015,438000,1942
6/18/2014,240000,1942
11/5/2014,308500,1942
12/4/2014,622100,1942
2/24/2015,397000,1942
4/27/2015,289000,1942
6/26/2014,537000,1942
5/6/2014,484000,1942
12/16/2014,930000,1942
10/28/2014,340000,1942
5/6/2014,78000,1942
8/18/2014,311000,1942
9/6/2014,724000,1942
9/24/2014,125000,1942
12/12/2014,322000,1942
10/2/2014,525000,1942
2/17/2015,325000,1942
4/21/2015,384500,1942
12/29/2014,271000,1942
3/9/2015,369000,1942
9/18/2014,109500,1942
8/1/2014,412500,1942
5/5/2015,126500,1942
6/11/2014,333000,1942
8/11/2014,199950,1942
10/28/2014,353500,1942
4/22/2015,280000,1942
4/3/2015,387500,1942
4/27/2015,250000,1942
2/26/2015,228500,1942
3/12/2015,349950,1942
3/6/2015,550000,1942
5/27/2014,405000,1942
11/7/2014,217000,1942
6/3/2014,239000,1942
4/14/2015,275000,1942
6/25/2014,150000,1942
5/4/2015,158000,1942
7/22/2014,425000,1942
5/5/2014,618500,1942
4/16/2015,245000,1942
7/16/2014,1.17E+06,1942
12/8/2014,405000,1942
3/25/2015,210000,1942
4/29/2015,455000,1942
5/7/2014,690000,1942
4/18/2015,887000,1942
10/8/2014,465000,1942
8/22/2014,267000,1942
10/29/2014,588000,1942
4/30/2015,270950,1942
3/11/2015,210000,1943
11/22/2014,268750,1943
7/23/2014,165000,1943
12/29/2014,239900,1943
9/6/2014,190000,1943
5/28/2014,215000,1943
9/2/2014,261000,1943
5/7/2014,495000,1943
8/28/2014,270000,1943
10/9/2014,290000,1943
1/27/2015,110000,1943
4/20/2015,480000,1943
11/5/2014,194000,1943
9/12/2014,250000,1943
5/20/2014,243000,1943
4/7/2015,325000,1943
9/16/2014,179900,1943
3/19/2015,300000,1943
7/14/2014,359950,1943
7/17/2014,656000,1943
9/19/2014,162000,1943
12/19/2014,430000,1943
1/23/2015,418500,1943
7/28/2014,328000,1943
4/9/2015,315000,1943
5/28/2014,925000,1943
7/28/2014,522500,1943
10/1/2014,227000,1943
10/8/2014,603000,1943
3/20/2015,562200,1943
12/12/2014,278000,1943
7/9/2014,226550,1943
8/18/2014,279000,1943
9/8/2014,303000,1943
3/6/2015,185850,1943
2/24/2015,255000,1943
4/24/2015,560000,1943
7/31/2014,172000,1943
9/30/2014,255000,1943
11/19/2014,517500,1943
8/18/2014,330000,1943
5/12/2014,360000,1943
10/5/2014,250800,1943
8/22/2014,463000,1943
2/26/2015,190000,1943
8/21/2014,375000,1943
8/20/2014,299000,1943
5/20/2014,415000,1943
5/22/2014,300000,1943
9/25/2014,750000,1943
4/13/2015,338000,1943
1/21/2015,120000,1943
4/30/2015,175000,1943
5/4/2015,369950,1943
6/10/2014,268000,1943
5/1/2015,315000,1943
6/17/2014,239950,1943
10/31/2014,380000,1943
10/15/2014,249000,1943
9/29/2014,261490,1943
8/25/2014,811000,1943
9/17/2014,323500,1943
12/15/2014,289900,1943
7/17/2014,150000,1943
12/10/2014,399990,1943
7/17/2014,430000,1943
5/13/2014,155000,1943
5/1/2015,682000,1943
2/2/2015,375000,1943
3/17/2015,1.08E+06,1943
7/25/2014,549995,1943
11/18/2014,135000,1943
9/9/2014,199500,1943
11/24/2014,247000,1943
7/3/2014,554729,1943
2/24/2015,868000,1943
3/13/2015,235000,1943
10/27/2014,315000,1943
3/9/2015,200000,1943
10/6/2014,310000,1943
12/16/2014,500000,1943
2/24/2015,285000,1943
12/17/2014,228900,1943
3/20/2015,295000,1943
9/17/2014,232000,1943
8/26/2014,254000,1943
5/29/2014,402000,1943
9/16/2014,338995,1943
10/21/2014,314963,1943
5/13/2014,385000,1943
6/13/2014,215000,1943
4/16/2015,231500,1943
12/6/2014,285000,1943
12/15/2014,290000,1943
6/25/2014,435000,1943
3/10/2015,451000,1943
2/18/2015,580000,1943
8/15/2014,265000,1943
5/6/2015,330000,1943
1/28/2015,375000,1943
10/20/2014,405000,1943
5/24/2014,199000,1943
10/8/2014,207000,1943
5/7/2015,306500,1943
7/26/2014,165000,1943
4/17/2015,460000,1943
6/6/2014,285000,1943
6/21/2014,442900,1943
6/24/2014,395000,1943
10/16/2014,199000,1943
2/19/2015,110000,1943
11/20/2014,190000,1943
6/17/2014,465000,1943
4/1/2015,525000,1943
1/5/2015,135000,1943
3/23/2015,345000,1943
6/26/2014,210000,1943
12/4/2014,835000,1943
5/12/2015,135000,1943
3/17/2015,230500,1943
10/30/2014,268950,1943
6/16/2014,245000,1943
3/24/2015,81000,1943
10/17/2014,190000,1943
6/23/2014,165000,1943
11/6/2014,216500,1943
4/1/2015,209950,1943
10/14/2014,225000,1943
3/6/2015,254000,1943
6/9/2014,403950,1943
6/20/2014,355000,1943
9/4/2014,229000,1943
5/27/2014,280000,1943
4/2/2015,450600,1943
2/3/2015,153000,1943
4/27/2015,135000,1943
2/27/2015,275000,1943
5/23/2014,244000,1943
8/19/2014,465000,1943
1/7/2015,261590,1943
5/23/2014,90000,1943
3/31/2015,220000,1943
3/19/2015,770000,1943
10/21/2014,290000,1943
9/10/2014,275000,1943
9/3/2014,330000,1943
5/28/2014,430000,1943
5/27/2014,480000,1943
10/13/2014,330000,1943
7/25/2014,115000,1943
7/10/2014,400000,1943
4/28/2015,818000,1943
1/2/2015,238000,1943
6/23/2014,685000,1943
10/9/2014,240000,1943
4/3/2015,325000,1943
11/20/2014,419000,1943
10/17/2014,202500,1943
5/13/2015,269500,1943
12/24/2014,480000,1943
11/3/2014,250000,1943
12/22/2014,400000,1943
6/4/2014,190000,1943
11/12/2014,129888,1943
7/17/2014,580000,1943
12/23/2014,235000,1943
6/11/2014,399950,1943
3/2/2015,395000,1943
1/9/2015,249000,1943
6/10/2014,399950,1943
11/5/2014,365000,1944
8/14/2014,289500,1944
11/17/2014,220000,1944
7/30/2014,447000,1944
9/22/2014,345500,1944
5/17/2014,410000,1944
9/22/2014,170000,1944
6/25/2014,260000,1944
8/1/2014,445000,1944
8/12/2014,215000,1944
2/12/2015,302000,1944
3/25/2015,150000,1944
7/16/2014,520000,1944
4/2/2015,400000,1944
5/5/2015,250000,1944
8/19/2014,443725,1944
1/13/2015,630000,1944
4/23/2015,513000,1944
3/20/2015,415000,1944
7/22/2014,765000,1944
7/16/2014,427500,1944
7/9/2014,275000,1944
8/6/2014,350000,1944
11/3/2014,189000,1944
9/4/2014,100000,1944
7/30/2014,200000,1944
7/31/2014,169500,1944
7/14/2014,515000,1944
3/24/2015,750000,1944
7/18/2014,358803,1944
10/10/2014,474000,1944
1/22/2015,333000,1944
9/25/2014,225000,1944
7/8/2014,267000,1944
8/14/2014,835000,1944
10/28/2014,226450,1944
9/8/2014,499000,1944
5/16/2014,342000,1944
5/5/2014,524000,1944
4/28/2015,226000,1944
1/27/2015,270000,1944
6/26/2014,252750,1944
5/7/2014,246000,1944
4/27/2015,543000,1944
1/28/2015,649950,1944
2/19/2015,385000,1944
7/19/2014,205000,1944
9/16/2014,118125,1944
1/14/2015,212000,1944
9/8/2014,580000,1944
3/19/2015,299800,1944
11/19/2014,170000,1944
11/5/2014,199950,1944
9/23/2014,150000,1944
10/24/2014,525000,1944
6/13/2014,153000,1944
4/30/2015,325000,1944
4/16/2015,440000,1944
9/29/2014,560000,1944
11/24/2014,249900,1944
5/3/2014,553000,1944
2/19/2015,289900,1944
4/9/2015,557800,1944
10/25/2014,159075,1944
9/26/2014,364500,1944
7/28/2014,585000,1944
5/8/2014,385000,1944
9/10/2014,264250,1944
11/14/2014,339950,1944
4/22/2015,372500,1944
6/24/2014,230000,1944
7/22/2014,487000,1944
5/29/2014,529000,1944
1/2/2015,166000,1944
2/25/2015,529500,1944
7/14/2014,202000,1944
12/12/2014,385000,1944
8/19/2014,299999,1944
3/2/2015,350000,1944
5/5/2014,206000,1944
11/3/2014,375000,1944
4/29/2015,162248,1944
1/12/2015,222900,1944
5/2/2014,440000,1944
7/29/2014,205000,1944
4/2/2015,340000,1944
3/18/2015,170000,1944
11/14/2014,284000,1944
7/14/2014,380000,1944
11/17/2014,395000,1944
12/26/2014,275000,1944
1/31/2015,690000,1944
11/21/2014,475999,1944
10/7/2014,500000,1944
5/13/2014,665000,1944
6/3/2014,409950,1944
12/15/2014,269950,1944
9/5/2014,200000,1944
9/9/2014,229950,1944
2/24/2015,240000,1944
5/29/2014,445000,1944
4/3/2015,565500,1944
11/4/2014,380950,1944
11/25/2014,530000,1944
10/30/2014,219900,1944
5/7/2014,361280,1944
10/15/2014,194000,1944
10/31/2014,249950,1944
10/17/2014,225000,1944
10/14/2014,262500,1944
6/10/2014,227000,1944
11/10/2014,362000,1944
2/25/2015,396000,1944
2/24/2015,229950,1944
4/30/2015,600000,1944
2/25/2015,322000,1944
8/5/2014,242000,1944
6/12/2014,560000,1944
2/20/2015,460000,1944
2/11/2015,293000,1944
3/11/2015,159100,1944
12/16/2014,310000,1944
12/4/2014,273500,1944
12/23/2014,415000,1944
6/27/2014,397000,1944
4/27/2015,332500,1944
8/8/2014,235000,1944
8/18/2014,280000,1944
9/2/2014,165000,1944
3/4/2015,260000,1944
5/18/2014,488000,1944
7/10/2014,250000,1944
9/4/2014,980000,1944
3/27/2015,390000,1944
2/18/2015,221347,1944
7/23/2014,535000,1944
2/16/2015,199900,1944
8/20/2014,619790,1944
6/9/2014,235000,1944
7/12/2014,451000,1944
6/23/2014,205425,1945
10/20/2014,900000,1945
6/26/2014,225000,1945
11/5/2014,799000,1945
6/3/2014,500000,1945
8/25/2014,360000,1945
5/21/2014,420850,1945
10/1/2014,439000,1945
7/22/2014,399950,1945
3/13/2015,398500,1945
10/3/2014,273000,1945
5/19/2014,366500,1945
6/19/2014,703000,1945
10/10/2014,536000,1945
5/19/2014,560000,1945
11/25/2014,700000,1945
8/6/2014,765000,1945
10/10/2014,700000,1945
5/4/2015,658600,1945
9/25/2014,359000,1945
1/27/2015,122000,1945
9/30/2014,245000,1945
7/30/2014,535000,1945
10/18/2014,1.01E+06,1945
2/20/2015,132500,1945
5/2/2014,640000,1945
10/8/2014,330000,1945
4/28/2015,470000,1945
11/12/2014,281000,1945
4/27/2015,476500,1945
3/4/2015,690000,1945
7/3/2014,850000,1945
1/9/2015,323000,1945
8/26/2014,630000,1945
10/10/2014,610000,1945
4/28/2015,800000,1945
8/26/2014,294010,1945
8/27/2014,150550,1945
5/4/2015,295000,1945
2/4/2015,241000,1945
5/4/2015,415000,1945
9/23/2014,1.11E+06,1945
4/9/2015,300000,1945
8/21/2014,180000,1945
4/3/2015,970000,1945
7/15/2014,600000,1945
1/20/2015,190000,1945
2/19/2015,258000,1945
10/10/2014,403500,1945
6/19/2014,120000,1945
11/10/2014,507000,1945
10/21/2014,225000,1945
12/22/2014,270000,1945
5/20/2014,396675,1945
10/9/2014,306950,1945
11/19/2014,525000,1945
12/16/2014,257100,1945
10/15/2014,273000,1945
6/5/2014,466500,1945
10/28/2014,550000,1945
8/25/2014,392000,1945
3/4/2015,360000,1945
5/2/2014,650000,1945
10/7/2014,188000,1945
7/8/2014,412000,1945
6/19/2014,352450,1945
4/24/2015,335000,1945
5/21/2014,452000,1945
9/23/2014,525000,1945
5/5/2014,600000,1945
3/13/2015,475000,1945
6/26/2014,626000,1945
4/21/2015,435000,1945
8/27/2014,537000,1945
10/22/2014,200000,1945
5/4/2015,492000,1945
9/18/2014,299980,1945
5/21/2014,200000,1945
6/24/2014,218000,1945
5/19/2014,367000,1945
6/17/2014,253000,1945
8/20/2014,255000,1945
9/5/2014,643500,1945
5/28/2014,580000,1945
5/12/2014,110000,1945
3/26/2015,334000,1945
3/26/2015,325000,1945
3/17/2015,340000,1945
2/23/2015,575000,1945
8/25/2014,615750,1945
11/12/2014,357500,1945
7/1/2014,476000,1945
7/21/2014,550000,1945
7/1/2014,535000,1945
3/31/2015,725000,1945
9/8/2014,905000,1946
5/8/2014,615000,1946
7/23/2014,705000,1946
9/24/2014,387500,1946
8/4/2014,325000,1946
7/22/2014,645000,1946
3/10/2015,420000,1946
2/25/2015,350000,1946
2/23/2015,212000,1946
7/17/2014,490000,1946
9/29/2014,546800,1946
5/23/2014,306000,1946
8/29/2014,810000,1946
10/8/2014,395000,1946
11/17/2014,445000,1946
4/22/2015,638000,1946
12/2/2014,555000,1946
12/5/2014,579000,1946
10/22/2014,458950,1946
4/22/2015,122000,1946
7/14/2014,600000,1946
5/7/2014,750000,1946
3/24/2015,525000,1946
5/28/2014,1.29E+06,1946
6/23/2014,291500,1946
5/20/2014,490000,1946
4/14/2015,450000,1946
4/24/2015,1.00E+06,1946
11/19/2014,611900,1946
8/26/2014,344000,1946
1/6/2015,365000,1946
3/25/2015,525000,1946
4/29/2015,487000,1946
12/26/2014,874000,1946
6/9/2014,378500,1946
11/25/2014,399000,1946
12/1/2014,400375,1946
8/25/2014,775000,1946
3/27/2015,469000,1946
9/2/2014,570000,1946
9/9/2014,395000,1946
3/13/2015,663500,1946
5/15/2014,575000,1946
3/27/2015,216000,1946
10/7/2014,324950,1946
5/30/2014,659000,1946
6/10/2014,285000,1946
5/28/2014,220000,1946
3/3/2015,674000,1946
6/11/2014,355000,1946
8/21/2014,460000,1946
9/25/2014,240000,1946
4/27/2015,500000,1946
11/6/2014,144000,1946
7/23/2014,551000,1946
4/13/2015,950000,1946
9/18/2014,248000,1946
5/6/2015,546940,1946
3/24/2015,645000,1946
10/16/2014,193500,1946
4/14/2015,245000,1946
5/7/2015,680000,1946
7/1/2014,402500,1946
9/17/2014,440000,1946
12/15/2014,199950,1946
4/6/2015,202000,1946
7/23/2014,391000,1946
4/22/2015,520000,1946
12/11/2014,670000,1946
10/21/2014,234550,1946
10/28/2014,400000,1946
2/18/2015,370000,1946
10/8/2014,385000,1946
10/13/2014,305000,1946
10/20/2014,443950,1946
3/4/2015,225000,1946
12/22/2014,670000,1946
6/24/2014,683500,1946
8/21/2014,190000,1946
3/27/2015,608000,1946
7/31/2014,1.90E+06,1946
9/5/2014,340000,1946
8/22/2014,325000,1946
8/25/2014,2.20E+06,1946
8/29/2014,475000,1946
5/1/2015,171500,1946
8/29/2014,524500,1946
11/6/2014,215500,1946
8/18/2014,515000,1946
1/26/2015,650000,1946
12/12/2014,180000,1946
7/7/2014,1.64E+06,1946
3/12/2015,532000,1946
5/15/2014,467000,1946
9/24/2014,665000,1946
7/2/2014,496000,1946
10/29/2014,276693,1946
12/11/2014,329000,1946
2/20/2015,190000,1946
9/25/2014,399000,1946
10/17/2014,735000,1946
6/17/2014,554000,1946
8/27/2014,1.65E+06,1946
5/14/2014,300000,1946
1/7/2015,290000,1946
4/27/2015,600000,1946
8/25/2014,270000,1946
9/23/2014,370000,1946
2/27/2015,620047,1946
3/23/2015,430000,1946
7/23/2014,778000,1946
8/1/2014,1.35E+06,1946
7/23/2014,215000,1946
10/8/2014,577000,1946
7/18/2014,705000,1946
7/23/2014,587100,1946
7/9/2014,625000,1946
6/6/2014,452000,1946
10/20/2014,630000,1946
6/24/2014,425000,1946
3/11/2015,645000,1946
12/1/2014,400000,1946
4/22/2015,502501,1946
10/1/2014,420000,1946
3/10/2015,425000,1946
5/4/2015,450000,1946
5/14/2014,385000,1947
11/4/2014,511000,1947
4/9/2015,560000,1947
8/28/2014,1.07E+06,1947
10/23/2014,467000,1947
9/2/2014,475000,1947
11/14/2014,310000,1947
1/7/2015,340500,1947
5/21/2014,325000,1947
7/11/2014,429950,1947
9/11/2014,175000,1947
3/31/2015,1.20E+06,1947
3/5/2015,543115,1947
1/6/2015,200000,1947
4/2/2015,275000,1947
5/6/2014,353000,1947
10/2/2014,173000,1947
2/19/2015,170000,1947
12/10/2014,550000,1947
12/29/2014,340895,1947
4/20/2015,657500,1947
11/17/2014,860000,1947
2/4/2015,610000,1947
6/30/2014,300000,1947
5/16/2014,720000,1947
11/13/2014,200000,1947
3/10/2015,510000,1947
6/19/2014,405000,1947
10/30/2014,260000,1947
9/2/2014,235000,1947
10/27/2014,487000,1947
10/30/2014,345000,1947
5/15/2014,840000,1947
10/1/2014,283000,1947
9/9/2014,280000,1947
4/17/2015,430000,1947
11/3/2014,697000,1947
4/27/2015,450000,1947
6/20/2014,450000,1947
10/6/2014,329500,1947
8/20/2014,320000,1947
2/27/2015,367000,1947
11/14/2014,425000,1947
10/8/2014,389000,1947
3/3/2015,551000,1947
12/12/2014,95000,1947
8/31/2014,380000,1947
6/4/2014,865000,1947
10/30/2014,700000,1947
12/22/2014,210000,1947
6/18/2014,253779,1947
7/23/2014,310000,1947
8/13/2014,775000,1947
3/23/2015,525000,1947
6/13/2014,304000,1947
2/20/2015,425000,1947
6/12/2014,445000,1947
9/30/2014,170000,1947
4/21/2015,525000,1947
8/13/2014,305000,1947
10/29/2014,355000,1947
11/10/2014,415000,1947
4/1/2015,306500,1947
1/8/2015,185000,1947
6/26/2014,440000,1947
5/14/2014,405100,1947
7/2/2014,895000,1947
7/16/2014,550000,1947
8/15/2014,555000,1947
2/18/2015,175000,1947
6/24/2014,549000,1947
10/22/2014,235000,1947
3/2/2015,404000,1947
10/21/2014,280000,1947
10/22/2014,260000,1947
5/21/2014,249900,1947
9/17/2014,340000,1947
3/18/2015,420550,1947
4/8/2015,290000,1947
8/11/2014,327000,1947
8/4/2014,121800,1947
9/18/2014,269000,1947
2/19/2015,425000,1947
5/8/2014,647500,1947
6/2/2014,430000,1947
11/4/2014,339888,1947
2/13/2015,425000,1947
4/20/2015,310000,1947
4/27/2015,110000,1947
2/27/2015,435000,1947
1/15/2015,390000,1947
12/17/2014,630000,1947
3/2/2015,585000,1947
6/30/2014,406500,1947
10/13/2014,411000,1947
1/20/2015,165000,1947
10/14/2014,445800,1947
5/30/2014,715000,1947
6/2/2014,440150,1947
9/22/2014,320600,1947
12/17/2014,1.25E+06,1947
8/27/2014,270000,1947
6/16/2014,500000,1947
11/21/2014,375000,1947
4/9/2015,225000,1947
6/19/2014,756000,1947
4/14/2015,515000,1947
1/22/2015,610000,1947
8/14/2014,350000,1947
4/28/2015,395000,1947
1/14/2015,665000,1947
5/30/2014,490000,1947
11/13/2014,510000,1947
5/30/2014,750000,1947
1/9/2015,264950,1947
5/16/2014,875000,1947
4/8/2015,392500,1947
5/7/2014,250000,1947
4/21/2015,222000,1947
3/3/2015,425000,1947
11/25/2014,305000,1947
3/27/2015,775000,1947
12/1/2014,903000,1947
7/28/2014,323000,1947
10/3/2014,310000,1947
4/2/2015,690000,1947
6/3/2014,235000,1947
6/3/2014,390000,1947
10/9/2014,510000,1947
9/26/2014,1.25E+06,1947
7/1/2014,590000,1947
7/17/2014,265000,1947
12/15/2014,379950,1947
6/16/2014,92000,1947
10/16/2014,311300,1947
7/10/2014,525000,1947
3/3/2015,575000,1947
11/26/2014,106000,1947
2/12/2015,225000,1947
11/14/2014,156000,1947
4/27/2015,339000,1947
10/10/2014,617000,1947
5/28/2014,438750,1947
10/21/2014,289950,1947
11/13/2014,378000,1947
8/7/2014,375000,1947
4/25/2015,289500,1947
10/6/2014,215000,1947
2/19/2015,156000,1947
4/21/2015,577000,1947
5/13/2014,225000,1947
2/22/2015,490000,1947
10/30/2014,580000,1947
12/9/2014,592500,1947
6/12/2014,320000,1947
5/28/2014,745000,1947
3/13/2015,890000,1947
11/19/2014,705000,1947
9/11/2014,225000,1947
3/31/2015,500000,1947
4/21/2015,525000,1947
10/30/2014,490000,1947
9/25/2014,230000,1947
3/16/2015,259250,1947
3/28/2015,280000,1947
6/25/2014,349000,1947
9/15/2014,766500,1947
7/28/2014,920000,1947
4/22/2015,455000,1947
10/3/2014,1.28E+06,1947
3/18/2015,654500,1947
4/23/2015,252000,1947
11/10/2014,338000,1947
1/29/2015,322500,1947
6/16/2014,400000,1947
5/23/2014,350000,1947
4/2/2015,350000,1947
10/15/2014,525000,1947
9/3/2014,390000,1947
1/8/2015,425000,1947
5/6/2015,506000,1947
6/10/2014,307000,1947
5/15/2014,640000,1947
1/15/2015,719000,1947
4/28/2015,557000,1947
3/26/2015,570000,1947
5/5/2015,653000,1947
9/3/2014,998000,1947
4/14/2015,378510,1947
11/13/2014,390000,1947
5/4/2015,907500,1947
11/25/2014,195000,1947
7/18/2014,337000,1947
11/21/2014,200000,1947
3/27/2015,430000,1947
5/20/2014,376000,1947
10/16/2014,1.90E+06,1947
7/2/2014,300000,1947
12/2/2014,340000,1947
3/13/2015,297975,1947
9/15/2014,493000,1947
8/1/2014,464500,1947
1/27/2015,340000,1947
2/3/2015,257000,1947
7/10/2014,242000,1947
8/25/2014,402000,1947
9/29/2014,259950,1947
7/28/2014,300000,1947
11/17/2014,426000,1947
12/20/2014,133000,1947
5/14/2015,440000,1947
7/24/2014,784000,1947
6/25/2014,640000,1947
10/17/2014,215000,1947
6/12/2014,370000,1947
6/5/2014,456000,1947
6/4/2014,365000,1947
10/7/2014,712500,1947
5/4/2015,672500,1947
1/16/2015,620000,1947
5/7/2014,440000,1947
4/18/2015,90000,1947
11/12/2014,1.35E+06,1947
4/17/2015,283000,1947
3/1/2015,440000,1947
3/5/2015,85000,1947
6/3/2014,605000,1947
5/30/2014,800000,1947
5/23/2014,300000,1947
10/27/2014,360000,1947
9/5/2014,180000,1947
8/19/2014,325000,1947
12/1/2014,364000,1947
5/9/2014,252500,1947
9/4/2014,375000,1947
6/19/2014,401000,1947
3/23/2015,370000,1947
6/4/2014,355000,1947
9/15/2014,421000,1947
